Rk,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
14,Dallas Mavericks*,82,244.0,38.3,85.0,.451,9.1,26.5,.342,29.3,58.5,.500,16.9,22.8,.738,10.6,35.2,45.8,22.0,7.5,4.4,13.9,21.4,102.6
15,Oklahoma City Thunder*,82,241.8,38.4,87.7,.438,8.1,23.8,.342,30.3,63.9,.474,18.0,23.8,.756,11.3,28.9,40.2,21.5,8.8,4.5,13.0,20.2,102.9
16,Chicago Bulls,82,242.7,39.4,89.4,.441,7.9,23.0,.345,31.5,66.4,.474,16.3,22.1,.737,11.8,34.1,45.9,22.5,8.0,5.7,11.9,18.7,103.1
17,Milwaukee Bucks,82,241.8,37.8,83.1,.454,9.3,26.5,.352,28.4,56.7,.502,18.4,23.9,.768,11.5,31.5,43.0,24.5,8.3,5.6,15.5,19.5,103.2
18,Orlando Magic,82,242.7,38.4,83.5,.460,8.9,24.9,.359,29.5,58.6,.503,17.9,24.0,.746,10.1,34.1,44.3,23.2,7.6,5.5,15.1,18.3,103.7
19,Golden State Warriors*,82,242.4,38.9,89.4,.435,7.8,23.5,.332,31.1,65.9,.472,18.6,24.5,.757,11.4,32.5,43.9,22.2,8.7,4.1,14.5,19.8,104.1
20,Portland Trail Blazers*,82,241.5,38.4,84.7,.453,8.5,23.0,.371,29.8,61.7,.484,19.0,26.0,.734,10.6,33.1,43.7,21.6,7.7,5.2,13.3,19.5,104.3
21,Washington Wizards,82,240.9,38.7,83.8,.462,9.0,24.2,.371,29.7,59.5,.498,18.3,23.7,.769,9.4,34.9,44.3,22.5,8.1,4.3,16.2,20.1,104.6
22,Denver Nuggets,82,241.8,38.8,84.2,.461,9.2,24.8,.371,29.6,59.4,.498,18.2,23.9,.761,9.7,32.9,42.7,23.5,8.0,6.3,13.7,20.9,105.0
23,Minnesota Timberwolves,82,242.4,40.0,84.9,.471,9.0,25.5,.355,30.9,59.4,.520,17.0,22.5,.757,10.7,31.2,41.9,22.6,7.8,5.2,14.9,21.6,106.0
24,Brooklyn Nets,82,240.9,40.8,85.2,.479,9.5,25.6,.369,31.3,59.6,.526,15.0,19.6,.763,10.2,33.2,43.4,24.5,8.8,5.2,14.2,18.4,106.0
25,Houston Rockets*,82,241.8,39.0,85.1,.459,9.7,26.9,.361,29.3,58.2,.504,18.6,24.6,.756,11.8,32.8,44.6,24.6,9.0,4.9,16.6,22.5,106.4
26,New Orleans Pelicans,82,241.2,39.2,83.9,.468,9.2,24.9,.369,30.0,59.0,.510,18.8,24.0,.783,8.9,35.5,44.4,23.2,7.3,5.2,13.7,19.9,106.5
27,Los Angeles Lakers,82,240.6,40.5,85.6,.473,8.5,24.6,.347,32.0,61.1,.524,17.3,23.7,.731,10.9,35.5,46.5,24.7,7.5,5.6,12.6,19.2,106.9
28,Phoenix Suns,82,240.3,39.1,83.8,.467,9.4,24.9,.377,29.7,58.9,.505,19.9,26.5,.749,9.9,33.8,43.7,22.4,9.5,5.5,14.9,21.6,107.5
29,Philadelphia 76ers,82,241.5,39.7,85.4,.464,7.8,21.7,.359,31.9,63.8,.500,20.5,26.1,.786,11.1,36.4,47.6,23.4,8.7,5.7,15.1,19.2,107.6
30,Sacramento Kings,82,241.5,40.6,87.7,.462,10.2,28.0,.366,30.3,59.8,.508,17.7,23.2,.762,11.3,33.7,45.0,24.2,8.8,5.3,16.0,22.0,109.1
