Rk,Team,G,MP,FG%,Dist.,,2P,0-3,3-10,10-16,16-3P,3P,,2P,0-3,3-10,10-16,16-3P,3P,,2P,3P,,%FGA,Md.,,%FGA,Md.,,%3PA,3P%,,Att.,Md.
13,Los Angeles Lakers*,82,19830,.463,12.7,,.780,.256,.206,.118,.199,.220,,.494,.666,.428,.441,.373,.352,,.527,.819,,.046,287,,.206,878,,.286,.411,,22,1
14,Memphis Grizzlies*,82,19880,.471,10.8,,.864,.309,.244,.107,.204,.136,,.492,.660,.407,.398,.388,.334,,.488,.906,,.042,265,,.255,1071,,.267,.389,,25,0
15,Miami Heat*,82,19780,.481,13.7,,.765,.242,.155,.102,.267,.235,,.515,.695,.458,.403,.428,.370,,.479,.819,,.053,308,,.200,792,,.327,.435,,11,1
16,Milwaukee Bucks,82,19830,.430,12.8,,.784,.268,.165,.123,.227,.216,,.454,.585,.372,.381,.400,.342,,.480,.882,,.026,160,,.220,797,,.299,.395,,11,0
17,Minnesota Timberwolves,82,19780,.441,12.7,,.777,.241,.233,.099,.204,.223,,.459,.611,.387,.391,.395,.376,,.476,.779,,.034,207,,.195,780,,.204,.458,,27,1
18,New Jersey Nets,82,20005,.440,12.8,,.799,.236,.213,.123,.227,.201,,.464,.606,.422,.384,.398,.343,,.550,.808,,.052,307,,.189,677,,.272,.353,,18,1
19,New Orleans Hornets*,82,19830,.459,12.8,,.808,.223,.213,.136,.237,.192,,.482,.657,.401,.402,.436,.360,,.523,.863,,.036,210,,.192,747,,.322,.370,,13,2
20,New York Knicks*,82,19780,.457,13.5,,.697,.265,.166,.086,.179,.303,,.496,.665,.377,.382,.411,.368,,.475,.821,,.054,349,,.206,860,,.270,.424,,12,0
21,Oklahoma City Thunder*,82,20005,.464,12.5,,.788,.284,.159,.126,.218,.212,,.495,.686,.354,.404,.403,.347,,.488,.848,,.072,443,,.208,825,,.187,.354,,11,0
22,Orlando Magic*,82,19830,.461,14.1,,.672,.253,.158,.096,.164,.328,,.507,.671,.405,.411,.411,.366,,.454,.835,,.065,388,,.181,692,,.243,.367,,18,1
23,Philadelphia 76ers*,82,19930,.461,12.4,,.816,.258,.175,.170,.213,.184,,.485,.672,.379,.412,.405,.355,,.557,.831,,.051,323,,.199,812,,.244,.403,,15,0
24,Phoenix Suns,82,20005,.470,13.4,,.729,.253,.167,.116,.193,.271,,.505,.701,.385,.429,.396,.377,,.531,.869,,.049,299,,.195,887,,.263,.410,,15,0
25,Portland Trail Blazers*,82,19805,.447,12.6,,.772,.283,.168,.115,.206,.228,,.477,.645,.387,.378,.376,.345,,.515,.934,,.046,270,,.220,891,,.317,.391,,23,0
26,Sacramento Kings,82,19855,.449,12.0,,.817,.265,.219,.112,.221,.183,,.475,.680,.360,.401,.380,.335,,.480,.879,,.047,299,,.219,960,,.286,.403,,24,1
27,San Antonio Spurs*,82,19780,.475,12.7,,.739,.264,.201,.106,.167,.261,,.503,.662,.430,.407,.400,.397,,.507,.858,,.029,166,,.234,988,,.367,.421,,7,0
28,Toronto Raptors,82,19780,.465,11.8,,.838,.325,.157,.112,.245,.162,,.494,.627,.414,.439,.394,.316,,.534,.872,,.053,325,,.262,1012,,.234,.337,,12,0
29,Utah Jazz,82,19880,.465,12.1,,.809,.296,.181,.111,.221,.191,,.493,.652,.398,.396,.406,.346,,.588,.862,,.055,330,,.229,910,,.184,.368,,16,1
30,Washington Wizards,82,19930,.443,12.2,,.828,.281,.171,.129,.247,.172,,.465,.648,.353,.382,.380,.332,,.468,.890,,.060,389,,.212,827,,.292,.348,,11,0
