Team,ATL,BOS,BRK,CHI,CHO,CLE,DAL,DEN,DET,GSW,HOU,IND,LAC,LAL,MEM,MIA,MIL,MIN,NOP,NYK,OKC,ORL,PHI,PHO,POR,SAC,SAS,TOR,UTA,WAS
Detroit Pistons,0.0,1.0,0.5,0.5,0.5,0.0,1.0,0.25,1.0,,0.6667,0.5,0.5,0.0,0.75,0.0,0.0,0.6667,0.75,0.5,0.75,0.5,1.0,0.25,0.6667,0.75,0.25,0.5,0.5,0.5
Golden State Warriors,0.5,0.5,1.0,1.0,1.0,0.5,0.25,0.6667,0.5,0.3333,,0.5,0.75,0.5,1.0,1.0,1.0,0.5,0.25,1.0,1.0,1.0,1.0,0.25,0.5,1.0,0.5,0.5,0.25,1.0
Houston Rockets,0.75,0.75,0.0,0.25,0.6667,0.25,0.0,0.0,0.5,0.5,0.5,,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.6667,0.0,0.5,0.5,0.0,1.0,0.0,0.5,0.3333,0.0,0.0
Indiana Pacers,0.0,1.0,0.5,1.0,1.0,0.0,0.3333,0.3333,0.0,0.5,0.25,0.5,,0.5,1.0,1.0,1.0,0.3333,0.5,0.5,0.5,0.5,1.0,0.5,0.75,0.5,0.0,0.0,0.25,0.5
Los Angeles Clippers,1.0,1.0,1.0,0.5,0.0,0.0,0.25,0.25,0.0,1.0,0.5,0.5,0.5,,0.5,0.5,0.0,0.75,0.3333,0.0,0.75,1.0,0.5,0.25,0.3333,0.75,0.6667,0.5,0.6667,0.5
Los Angeles Lakers,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.5,,0.0,0.0,0.6667,0.25,0.0,0.3333,0.5,0.5,0.0,0.5,0.3333,0.25,0.5,0.25,0.5
Memphis Grizzlies,1.0,0.6667,0.75,0.25,0.5,0.75,0.0,0.0,0.3333,1.0,0.0,0.5,0.0,0.5,1.0,,0.6667,1.0,0.5,0.25,1.0,0.0,0.25,0.0,1.0,1.0,0.5,0.6667,1.0,0.75
Miami Heat,0.6667,0.5,0.3333,0.0,0.5,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,1.0,1.0,0.3333,,1.0,0.0,0.25,0.5,0.25,0.6667,0.0,0.5,0.5,1.0,0.25,0.0,0.25
Milwaukee Bucks,0.0,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.3333,0.5,1.0,0.6667,0.25,0.3333,0.0,0.0,,0.25,1.0,0.25,0.5,1.0,0.25,0.5,0.5,0.3333,0.0,0.25,0.5
Minnesota Timberwolves,0.6667,0.5,,0.75,0.6667,0.3333,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,1.0,0.25,0.6667,0.5,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.5,1.0,1.0
New Orleans Pelicans,1.0,1.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.25,0.75,0.5,0.5,0.6667,0.75,0.5,1.0,0.75,,1.0,0.5,0.5,0.0,0.0,0.3333,0.75,0.0,0.0,0.3333,0.5
New York Knicks,0.6667,0.25,0.0,0.25,0.5,0.5,0.0,0.5,0.3333,0.5,0.0,0.3333,0.5,1.0,1.0,0.75,0.75,0.0,0.0,,0.5,0.6667,0.25,0.0,0.5,0.5,0.0,0.25,0.5,0.5
Oklahoma City Thunder,0.25,0.75,0.5,0.6667,0.5,0.6667,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.5,1.0,0.75,0.5,0.5,0.3333,1.0,,0.6667,0.0,1.0,0.5,0.5,0.0,1.0,0.5
Orlando Magic,0.75,0.75,0.5,0.3333,0.5,0.25,0.0,0.5,0.25,0.0,0.0,0.5,0.0,0.5,0.5,0.75,0.3333,0.0,1.0,0.75,1.0,0.3333,,0.5,0.5,0.5,0.0,0.25,0.5,0.0
Philadelphia 76ers,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.6667,0.5,0.75,0.75,1.0,0.5,0.75,1.0,1.0,1.0,0.75,1.0,1.0,0.6667,1.0,0.5,,1.0,0.75,0.3333,1.0,0.25,0.5
Phoenix Suns,0.5,0.0,1.0,0.0,1.0,0.5,0.0,0.25,0.5,0.3333,0.5,0.0,0.25,0.6667,0.5,0.0,0.5,0.5,0.6667,0.5,0.5,0.0,0.5,0.0,,0.5,0.0,0.5,0.5,1.0
Portland Trail Blazers,0.5,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.25,0.0,1.0,0.5,0.25,0.6667,0.0,0.5,0.5,0.25,0.5,0.6667,0.5,0.5,0.25,0.5,,0.0,0.5,0.6667,0.0
Sacramento Kings,1.0,0.5,1.0,0.5,0.5,0.0,0.25,0.6667,1.0,0.75,0.5,0.5,1.0,0.3333,0.75,0.5,0.0,0.6667,1.0,1.0,1.0,0.5,1.0,0.6667,1.0,1.0,,1.0,0.5,1.0
San Antonio Spurs,1.0,0.5,1.0,0.0,1.0,0.5,0.0,0.25,0.0,0.25,0.0,1.0,0.5,0.25,0.6667,0.0,0.5,0.75,0.5,0.5,,0.0,0.0,0.3333,0.5,0.3333,0.0,0.5,0.5,0.0
Toronto Raptors,0.5,0.75,0.5,0.5,1.0,0.25,0.0,0.5,0.3333,0.5,0.5,0.6667,1.0,0.5,0.5,0.3333,0.75,1.0,1.0,0.75,0.5,1.0,0.75,0.0,0.5,0.5,0.0,,0.0,0.75
Utah Jazz,1.0,1.0,0.0,1.0,0.5,0.5,0.6667,0.75,1.0,0.5,0.75,1.0,0.75,0.3333,0.75,0.0,1.0,0.75,0.6667,0.5,0.5,0.0,0.5,0.75,0.5,0.3333,0.5,1.0,,0.5
Washington Wizards,0.75,1.0,0.0,0.25,0.5,0.3333,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.25,0.75,0.5,0.5,0.5,1.0,0.5,1.0,0.5,0.0,1.0,0.0,0.25,0.5,
